x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.0,0.0,-0.021238327026367188,-0.07487893104553223,-0.059656500816345215,-0.13406258821487427,-0.10204148292541504,-0.15965622663497925,-0.1377468705177307,-0.16579747200012207,-0.07294601202011108,-0.202816903591156,-0.13778680562973022,-0.2610330581665039,-0.18005084991455078,-0.2485520839691162,-0.20548513531684875,-0.2148594856262207,-0.07533371448516846,-0.1901143193244934,-0.17722684144973755,-0.17360961437225342,-0.20064237713813782,-0.11400467157363892,-0.19979095458984375,-0.06712746620178223,-0.08070814609527588,-0.1575334072113037,-0.1772434413433075,-0.13367241621017456,-0.19290179014205933,-0.0750582218170166,-0.1879168152809143,-0.03281509876251221,-0.08635562658309937,-0.11398333311080933,-0.1618214249610901,-0.10368907451629639,-0.17825952172279358,-0.06525182723999023,-0.17709970474243164,-0.03234761953353882,o
0.0,0.0,-0.03075653314590454,-0.07994717359542847,-0.06752580404281616,-0.1460350751876831,-0.10750752687454224,-0.18187075853347778,-0.1431199312210083,-0.19521725177764893,-0.07282668352127075,-0.21964025497436523,-0.13776099681854248,-0.2792179584503174,-0.1805037260055542,-0.2661992311477661,-0.20540356636047363,-0.23424822092056274,-0.07318770885467529,-0.20874905586242676,-0.18024802207946777,-0.1982642412185669,-0.20545414090156555,-0.1341545581817627,-0.203393816947937,-0.0844302773475647,-0.07734686136245728,-0.17857378721237183,-0.1787477731704712,-0.15693199634552002,-0.19261321425437927,-0.09436839818954468,-0.18452706933021545,-0.050256967544555664,-0.08266198635101318,-0.13730400800704956,-0.16244620084762573,-0.1221281886100769,-0.1761023998260498,-0.08164715766906738,-0.17139413952827454,-0.048328280448913574,o
0.0,0.0,-0.03216522932052612,-0.08419954776763916,-0.07147002220153809,-0.15036427974700928,-0.11440974473953247,-0.18626248836517334,-0.15284663438796997,-0.1976553201675415,-0.08137291669845581,-0.22741305828094482,-0.1478564739227295,-0.28737306594848633,-0.18957287073135376,-0.2697819471359253,-0.2137112021446228,-0.23365658521652222,-0.08230835199356079,-0.21657150983810425,-0.18959304690361023,-0.20293164253234863,-0.21365609765052795,-0.13989722728729248,-0.21180906891822815,-0.0904231071472168,-0.08645588159561157,-0.18555617332458496,-0.1880490779876709,-0.16230922937393188,-0.20075339078903198,-0.10201883316040039,-0.1932397484779358,-0.057845234870910645,-0.0917820930480957,-0.14298439025878906,-0.17081207036972046,-0.12869232892990112,-0.18398159742355347,-0.09100782871246338,-0.18033602833747864,-0.0583113431930542,o
0.0,0.0,-0.04007059335708618,-0.08289933204650879,-0.08125418424606323,-0.1502954363822937,-0.12326884269714355,-0.18825435638427734,-0.16052186489105225,-0.20208191871643066,-0.08488750457763672,-0.23031151294708252,-0.15149301290512085,-0.29130035638809204,-0.19369220733642578,-0.2740395665168762,-0.21807757019996643,-0.23717069625854492,-0.08492797613143921,-0.21816414594650269,-0.19221150875091553,-0.2046307921409607,-0.21670454740524292,-0.13921868801116943,-0.2151770293712616,-0.08908241987228394,-0.08896952867507935,-0.18706899881362915,-0.18988484144210815,-0.16407978534698486,-0.20295074582099915,-0.10258960723876953,-0.19524544477462769,-0.057804882526397705,-0.09468895196914673,-0.14520561695098877,-0.17286869883537292,-0.13050293922424316,-0.18529504537582397,-0.09246182441711426,-0.18080276250839233,-0.05979436635971069,o
0.0,0.0,-0.043147504329681396,-0.08234715461730957,-0.08506447076797485,-0.14933687448501587,-0.1263856291770935,-0.18884915113449097,-0.16272220015525818,-0.2049121856689453,-0.08619248867034912,-0.232552170753479,-0.1527632474899292,-0.2940840721130371,-0.19499337673187256,-0.2763955593109131,-0.21914249658584595,-0.23895591497421265,-0.08556097745895386,-0.22059142589569092,-0.19369453191757202,-0.20620977878570557,-0.21803879737854004,-0.13961362838745117,-0.2156675159931183,-0.08849716186523438,-0.08949995040893555,-0.1896945834159851,-0.19128215312957764,-0.1666775345802307,-0.20408791303634644,-0.1043999195098877,-0.19549033045768738,-0.05867159366607666,-0.09537696838378906,-0.1481565237045288,-0.17410123348236084,-0.13378727436065674,-0.18658480048179626,-0.09489887952804565,-0.1818813681602478,-0.061571717262268066,o
0.0,0.0,-0.0466609001159668,-0.08221524953842163,-0.0877455472946167,-0.1489052176475525,-0.1281452178955078,-0.1887373924255371,-0.16386592388153076,-0.20562827587127686,-0.08551967144012451,-0.23304647207260132,-0.15238291025161743,-0.29601407051086426,-0.19469845294952393,-0.2775934934616089,-0.2191939651966095,-0.23984378576278687,-0.08493292331695557,-0.2220538854598999,-0.19405680894851685,-0.2075108289718628,-0.21733826398849487,-0.14067447185516357,-0.2139277160167694,-0.08982127904891968,-0.08946049213409424,-0.19172346591949463,-0.19257807731628418,-0.16803985834121704,-0.20434290170669556,-0.10599905252456665,-0.19507509469985962,-0.06053680181503296,-0.09635376930236816,-0.15056759119033813,-0.1755383014678955,-0.13513410091400146,-0.18742156028747559,-0.0967785120010376,-0.1824696958065033,-0.06398946046829224,o
0.0,0.0,-0.047773897647857666,-0.08211833238601685,-0.08878207206726074,-0.1492937207221985,-0.12903934717178345,-0.18926817178726196,-0.16455459594726562,-0.20690155029296875,-0.08627957105636597,-0.23375678062438965,-0.15301695466041565,-0.2976810932159424,-0.19537711143493652,-0.2793194651603699,-0.22000277042388916,-0.24160194396972656,-0.08579212427139282,-0.2233603596687317,-0.19501322507858276,-0.20887941122055054,-0.21857953071594238,-0.1423129439353943,-0.2153313159942627,-0.09180623292922974,-0.0902908444404602,-0.1933574676513672,-0.19360142946243286,-0.16971617937088013,-0.20558366179466248,-0.10727614164352417,-0.19656512141227722,-0.06144005060195923,-0.09714585542678833,-0.15225261449813843,-0.17615678906440735,-0.13652777671813965,-0.1883295774459839,-0.09726017713546753,-0.18381202220916748,-0.0634203553199768,o
0.0,0.0,-0.04606735706329346,-0.08276456594467163,-0.08814191818237305,-0.1498013138771057,-0.12872588634490967,-0.18783986568450928,-0.16475099325180054,-0.20424211025238037,-0.08759403228759766,-0.23408055305480957,-0.15426087379455566,-0.2984326481819153,-0.19579526782035828,-0.2804926037788391,-0.21939432621002197,-0.24286478757858276,-0.08735179901123047,-0.22311699390411377,-0.19679874181747437,-0.20684874057769775,-0.22003093361854553,-0.1400444507598877,-0.21674847602844238,-0.08924323320388794,-0.09112834930419922,-0.1919569969177246,-0.1945362091064453,-0.1677173376083374,-0.20671877264976501,-0.1052926778793335,-0.19809770584106445,-0.05905890464782715,-0.09687405824661255,-0.15010857582092285,-0.17529535293579102,-0.13538283109664917,-0.18830320239067078,-0.09680241346359253,-0.18501222133636475,-0.06295371055603027,o
0.0,0.0,-0.04728513956069946,-0.08140629529953003,-0.08897542953491211,-0.14817005395889282,-0.1284397840499878,-0.18652504682540894,-0.16367009282112122,-0.2035399079322815,-0.08771473169326782,-0.23419791460037231,-0.1543322503566742,-0.2990891933441162,-0.19673395156860352,-0.2807943820953369,-0.2203698754310608,-0.24254876375198364,-0.0875362753868103,-0.2232688069343567,-0.196950763463974,-0.20731687545776367,-0.21971851587295532,-0.1397133469581604,-0.21521607041358948,-0.09010976552963257,-0.09130626916885376,-0.19239217042922974,-0.1945866346359253,-0.1688801646232605,-0.20641377568244934,-0.10611546039581299,-0.19672757387161255,-0.06073319911956787,-0.09695398807525635,-0.15105092525482178,-0.17526507377624512,-0.13617229461669922,-0.18814128637313843,-0.09743541479110718,-0.18401706218719482,-0.06451106071472168,o
0.0,0.0,-0.0482214093208313,-0.08235090970993042,-0.08880555629730225,-0.15048062801361084,-0.12759768962860107,-0.18976622819900513,-0.1624753177165985,-0.2074539065361023,-0.08726590871810913,-0.2344769835472107,-0.15436673164367676,-0.2987607717514038,-0.19700318574905396,-0.2801305651664734,-0.22088474035263062,-0.24213939905166626,-0.08716070652008057,-0.2236378788948059,-0.19728589057922363,-0.20809012651443481,-0.22030770778656006,-0.14045894145965576,-0.2159445881843567,-0.09068471193313599,-0.09116864204406738,-0.19288420677185059,-0.19504457712173462,-0.1685822606086731,-0.20665493607521057,-0.10576480627059937,-0.19676128029823303,-0.060896098613739014,-0.09720325469970703,-0.15128791332244873,-0.17620408535003662,-0.13507068157196045,-0.1890190839767456,-0.09623360633850098,-0.18466982245445251,-0.06361126899719238,o
